,sales,date,region
17333,1737.0,2018-06-15,south
17334,1593.0,2018-06-15,east
17335,1788.0,2018-06-15,west
17360,1659.0,2018-06-16,north
17361,1641.0,2018-06-16,south
17362,1575.0,2018-06-16,east
17363,1611.0,2018-06-16,west
17388,1599.0,2018-06-17,north
17389,1530.0,2018-06-17,south
17390,1608.0,2018-06-17,east
17391,1626.0,2018-06-17,west
17416,1530.0,2018-06-18,north
17417,1707.0,2018-06-18,south
17418,1611.0,2018-06-18,east
17419,1635.0,2018-06-18,west
17444,1593.0,2018-06-19,north
17445,1749.0,2018-06-19,south
17446,1623.0,2018-06-19,east
17447,1608.0,2018-06-19,west
17472,1665.0,2018-06-20,north
17473,1659.0,2018-06-20,south
17474,1734.0,2018-06-20,east
17475,1557.0,2018-06-20,west
17500,1797.0,2018-06-21,north
17501,1587.0,2018-06-21,south
17502,1557.0,2018-06-21,east
17503,1542.0,2018-06-21,west
17528,1743.0,2018-06-22,north
17529,1797.0,2018-06-22,south
17530,1686.0,2018-06-22,east
17531,1683.0,2018-06-22,west
17556,1791.0,2018-06-23,north
17557,1554.0,2018-06-23,south
17558,1695.0,2018-06-23,east
17559,1566.0,2018-06-23,west
17584,1563.0,2018-06-24,north
17585,1623.0,2018-06-24,south
17586,1530.0,2018-06-24,east
17587,1662.0,2018-06-24,west
17612,1650.0,2018-06-25,north
17613,1602.0,2018-06-25,south
17614,1548.0,2018-06-25,east
17615,1623.0,2018-06-25,west
17640,1728.0,2018-06-26,north
17641,1533.0,2018-06-26,south
17642,1503.0,2018-06-26,east
17643,1629.0,2018-06-26,west
17668,1581.0,2018-06-27,north
17669,1659.0,2018-06-27,south
17670,1707.0,2018-06-27,east
17671,1665.0,2018-06-27,west
17696,1563.0,2018-06-28,north
17697,1638.0,2018-06-28,south
17698,1692.0,2018-06-28,east
17699,1503.0,2018-06-28,west
17724,1686.0,2018-06-29,north
17725,1764.0,2018-06-29,south
17726,1629.0,2018-06-29,east
17727,1779.0,2018-06-29,west
17752,1554.0,2018-06-30,north
17753,1653.0,2018-06-30,south
17754,1515.0,2018-06-30,east
17755,1557.0,2018-06-30,west
17780,1746.0,2018-07-01,north
17781,1671.0,2018-07-01,south
17782,1716.0,2018-07-01,east
17783,1554.0,2018-07-01,west
17808,1695.0,2018-07-02,north
17809,1611.0,2018-07-02,south
17810,1680.0,2018-07-02,east
17811,1671.0,2018-07-02,west
17836,1644.0,2018-07-03,north
17837,1638.0,2018-07-03,south
17838,1623.0,2018-07-03,east
17839,1515.0,2018-07-03,west
17864,1743.0,2018-07-04,north
17865,1587.0,2018-07-04,south
17866,1764.0,2018-07-04,east
17867,1572.0,2018-07-04,west
17892,1752.0,2018-07-05,north
17893,1647.0,2018-07-05,south
17894,1575.0,2018-07-05,east
17895,1500.0,2018-07-05,west
17920,1743.0,2018-07-06,north
17921,1566.0,2018-07-06,south
17922,1758.0,2018-07-06,east
17923,1689.0,2018-07-06,west
17948,1776.0,2018-07-07,north
17949,1770.0,2018-07-07,south
17950,1695.0,2018-07-07,east
17951,1566.0,2018-07-07,west
17976,1623.0,2018-07-08,north
17977,1776.0,2018-07-08,south
17978,1515.0,2018-07-08,east
17979,1761.0,2018-07-08,west
18004,1623.0,2018-07-09,north
18005,1788.0,2018-07-09,south
18006,1542.0,2018-07-09,east
18007,1515.0,2018-07-09,west
18032,1794.0,2018-07-10,north
18033,1794.0,2018-07-10,south
18034,1755.0,2018-07-10,east
18035,1761.0,2018-07-10,west
18060,1605.0,2018-07-11,north
18061,1569.0,2018-07-11,south
18062,1638.0,2018-07-11,east
18063,1677.0,2018-07-11,west
18088,1593.0,2018-07-12,north
18089,1500.0,2018-07-12,south
18090,1539.0,2018-07-12,east
18091,1719.0,2018-07-12,west
18116,1749.0,2018-07-13,north
18117,1596.0,2018-07-13,south
18118,1680.0,2018-07-13,east
18119,1509.0,2018-07-13,west
18144,1500.0,2018-07-14,north
18145,1653.0,2018-07-14,south
18146,1620.0,2018-07-14,east
18147,1575.0,2018-07-14,west
18172,1737.0,2018-07-15,north
18173,1713.0,2018-07-15,south
18174,1698.0,2018-07-15,east
18175,1539.0,2018-07-15,west
18200,1773.0,2018-07-16,north
18201,1707.0,2018-07-16,south
18202,1554.0,2018-07-16,east
18203,1515.0,2018-07-16,west
18228,1551.0,2018-07-17,north
18229,1566.0,2018-07-17,south
18230,1788.0,2018-07-17,east
18231,1614.0,2018-07-17,west
18256,1704.0,2018-07-18,north
18257,1656.0,2018-07-18,south
18258,1530.0,2018-07-18,east
18259,1659.0,2018-07-18,west
18284,1620.0,2018-07-19,north
18285,1725.0,2018-07-19,south
18286,1704.0,2018-07-19,east
18287,1527.0,2018-07-19,west
18312,1731.0,2018-07-20,north
18313,1761.0,2018-07-20,south
18314,1644.0,2018-07-20,east
18315,1653.0,2018-07-20,west
18340,1725.0,2018-07-21,north
18341,1698.0,2018-07-21,south
18342,1662.0,2018-07-21,east
18343,1656.0,2018-07-21,west
18368,1608.0,2018-07-22,north
18369,1773.0,2018-07-22,south
18370,1659.0,2018-07-22,east
18371,1647.0,2018-07-22,west
18396,1638.0,2018-07-23,north
18397,1623.0,2018-07-23,south
18398,1719.0,2018-07-23,east
18399,1629.0,2018-07-23,west
18424,1701.0,2018-07-24,north
18425,1725.0,2018-07-24,south
18426,1752.0,2018-07-24,east
18427,1557.0,2018-07-24,west
18452,1500.0,2018-07-25,north
18453,1707.0,2018-07-25,south
18454,1533.0,2018-07-25,east
18455,1737.0,2018-07-25,west
18480,1605.0,2018-07-26,north
18481,1767.0,2018-07-26,south
18482,1551.0,2018-07-26,east
18483,1521.0,2018-07-26,west
18508,1659.0,2018-07-27,north
18509,1611.0,2018-07-27,south
18510,1695.0,2018-07-27,east
18511,1632.0,2018-07-27,west
18536,1515.0,2018-07-28,north
18537,1584.0,2018-07-28,south
18538,1596.0,2018-07-28,east
18539,1743.0,2018-07-28,west
18564,1791.0,2018-07-29,north
18565,1599.0,2018-07-29,south
18566,1749.0,2018-07-29,east
18567,1755.0,2018-07-29,west
18592,1755.0,2018-07-30,north
18593,1662.0,2018-07-30,south
18594,1509.0,2018-07-30,east
18595,1776.0,2018-07-30,west
18620,1695.0,2018-07-31,north
18621,1707.0,2018-07-31,south
18622,1548.0,2018-07-31,east
18623,1578.0,2018-07-31,west
18648,1563.0,2018-08-01,north
18649,1674.0,2018-08-01,south
18650,1554.0,2018-08-01,east
18651,1665.0,2018-08-01,west
18676,1527.0,2018-08-02,north
18677,1617.0,2018-08-02,south
18678,1548.0,2018-08-02,east
18679,1671.0,2018-08-02,west
18704,1668.0,2018-08-03,north
18705,1671.0,2018-08-03,south
18706,1719.0,2018-08-03,east
18707,1668.0,2018-08-03,west
18732,1536.0,2018-08-04,north
18733,1734.0,2018-08-04,south
18734,1743.0,2018-08-04,east
18735,1776.0,2018-08-04,west
18760,1650.0,2018-08-05,north
18761,1599.0,2018-08-05,south
18762,1614.0,2018-08-05,east
18763,1773.0,2018-08-05,west
18788,1611.0,2018-08-06,north
18789,1605.0,2018-08-06,south
18790,1554.0,2018-08-06,east
18791,1788.0,2018-08-06,west
18816,1566.0,2018-08-07,north
18817,1560.0,2018-08-07,south
18818,1551.0,2018-08-07,east
18819,1626.0,2018-08-07,west
18844,1665.0,2018-08-08,north
18845,1539.0,2018-08-08,south
18846,1506.0,2018-08-08,east
18847,1617.0,2018-08-08,west
18872,1797.0,2018-08-09,north
18873,1794.0,2018-08-09,south
18874,1620.0,2018-08-09,east
18875,1683.0,2018-08-09,west
18900,1620.0,2018-08-10,north
18901,1554.0,2018-08-10,south
18902,1701.0,2018-08-10,east
18903,1785.0,2018-08-10,west
18928,1689.0,2018-08-11,north
18929,1650.0,2018-08-11,south
18930,1533.0,2018-08-11,east
18931,1587.0,2018-08-11,west
18956,1509.0,2018-08-12,north
18957,1743.0,2018-08-12,south
18958,1719.0,2018-08-12,east
18959,1743.0,2018-08-12,west
18984,1701.0,2018-08-13,north
18985,1629.0,2018-08-13,south
18986,1638.0,2018-08-13,east
18987,1611.0,2018-08-13,west
19012,1623.0,2018-08-14,north
19013,1635.0,2018-08-14,south
19014,1716.0,2018-08-14,east
19015,1707.0,2018-08-14,west
19040,1602.0,2018-08-15,north
19041,1542.0,2018-08-15,south
19042,1800.0,2018-08-15,east
19043,1734.0,2018-08-15,west
19068,1788.0,2018-08-16,north
19069,1614.0,2018-08-16,south
19070,1743.0,2018-08-16,east
19071,1770.0,2018-08-16,west
19096,1776.0,2018-08-17,north
19097,1713.0,2018-08-17,south
19098,1623.0,2018-08-17,east
19099,1752.0,2018-08-17,west
19124,1527.0,2018-08-18,north
19125,1776.0,2018-08-18,south
19126,1689.0,2018-08-18,east
19127,1713.0,2018-08-18,west
19152,1509.0,2018-08-19,north
19153,1575.0,2018-08-19,south
19154,1701.0,2018-08-19,east
19155,1575.0,2018-08-19,west
19180,1581.0,2018-08-20,north
19181,1779.0,2018-08-20,south
19182,1662.0,2018-08-20,east
19183,1506.0,2018-08-20,west
19208,1794.0,2018-08-21,north
19209,1659.0,2018-08-21,south
19210,1644.0,2018-08-21,east
19211,1707.0,2018-08-21,west
19236,1704.0,2018-08-22,north
19237,1500.0,2018-08-22,south
19238,1539.0,2018-08-22,east
19239,1800.0,2018-08-22,west
19264,1557.0,2018-08-23,north
19265,1554.0,2018-08-23,south
19266,1788.0,2018-08-23,east
19267,1563.0,2018-08-23,west
19292,1548.0,2018-08-24,north
19293,1560.0,2018-08-24,south
19294,1734.0,2018-08-24,east
19295,1644.0,2018-08-24,west
19320,1629.0,2018-08-25,north
19321,1677.0,2018-08-25,south
19322,1764.0,2018-08-25,east
19323,1515.0,2018-08-25,west
19348,1542.0,2018-08-26,north
19349,1545.0,2018-08-26,south
19350,1668.0,2018-08-26,east
19351,1584.0,2018-08-26,west
19376,1605.0,2018-08-27,north
19377,1740.0,2018-08-27,south
19378,1602.0,2018-08-27,east
19379,1509.0,2018-08-27,west
19404,1566.0,2018-08-28,north
19405,1680.0,2018-08-28,south
19406,1656.0,2018-08-28,east
19407,1722.0,2018-08-28,west
19432,1662.0,2018-08-29,north
19433,1794.0,2018-08-29,south
19434,1734.0,2018-08-29,east
19435,1647.0,2018-08-29,west
19460,1635.0,2018-08-30,north
19461,1743.0,2018-08-30,south
19462,1665.0,2018-08-30,east
19463,1770.0,2018-08-30,west
19488,1749.0,2018-08-31,north
19489,1695.0,2018-08-31,south
19490,1644.0,2018-08-31,east
19491,1602.0,2018-08-31,west
19516,1560.0,2018-09-01,north
19517,1500.0,2018-09-01,south
19518,1719.0,2018-09-01,east
19519,1557.0,2018-09-01,west
19544,1527.0,2018-09-02,north
19545,1653.0,2018-09-02,south
19546,1506.0,2018-09-02,east
19547,1575.0,2018-09-02,west
19572,1749.0,2018-09-03,north
19573,1770.0,2018-09-03,south
19574,1674.0,2018-09-03,east
19575,1650.0,2018-09-03,west
19600,1794.0,2018-09-04,north
19601,1509.0,2018-09-04,south
19602,1785.0,2018-09-04,east
19603,1539.0,2018-09-04,west
19628,1731.0,2018-09-05,north
19629,1617.0,2018-09-05,south
19630,1656.0,2018-09-05,east
19631,1599.0,2018-09-05,west
19656,1713.0,2018-09-06,north
19657,1506.0,2018-09-06,south
19658,1758.0,2018-09-06,east
19659,1650.0,2018-09-06,west
19684,1791.0,2018-09-07,north
19685,1623.0,2018-09-07,south
19686,1776.0,2018-09-07,east
19687,1653.0,2018-09-07,west
19712,1659.0,2018-09-08,north
19713,1755.0,2018-09-08,south
19714,1533.0,2018-09-08,east
19715,1557.0,2018-09-08,west
19740,1527.0,2018-09-09,north
19741,1614.0,2018-09-09,south
19742,1638.0,2018-09-09,east
19743,1704.0,2018-09-09,west
19768,1650.0,2018-09-10,north
19769,1656.0,2018-09-10,south
19770,1782.0,2018-09-10,east
19771,1527.0,2018-09-10,west
19796,1578.0,2018-09-11,north
19797,1767.0,2018-09-11,south
19798,1749.0,2018-09-11,east
19799,1524.0,2018-09-11,west
19824,1719.0,2018-09-12,north
19825,1695.0,2018-09-12,south
19826,1740.0,2018-09-12,east
19827,1533.0,2018-09-12,west
19852,1653.0,2018-09-13,north
19853,1560.0,2018-09-13,south
19854,1677.0,2018-09-13,east
19855,1539.0,2018-09-13,west
19880,1713.0,2018-09-14,north
19881,1554.0,2018-09-14,south
19882,1743.0,2018-09-14,east
19883,1701.0,2018-09-14,west
19908,1587.0,2018-09-15,north
19909,1512.0,2018-09-15,south
19910,1698.0,2018-09-15,east
19911,1746.0,2018-09-15,west
19936,1554.0,2018-09-16,north
19937,1554.0,2018-09-16,south
19938,1782.0,2018-09-16,east
19939,1782.0,2018-09-16,west
19964,1764.0,2018-09-17,north
19965,1620.0,2018-09-17,south
19966,1545.0,2018-09-17,east
19967,1722.0,2018-09-17,west
19992,1503.0,2018-09-18,north
19993,1530.0,2018-09-18,south
19994,1737.0,2018-09-18,east
19995,1692.0,2018-09-18,west
20020,1542.0,2018-09-19,north
20021,1758.0,2018-09-19,south
20022,1779.0,2018-09-19,east
20023,1593.0,2018-09-19,west
20048,1686.0,2018-09-20,north
20049,1749.0,2018-09-20,south
20050,1662.0,2018-09-20,east
20051,1569.0,2018-09-20,west
20076,1590.0,2018-09-21,north
20077,1665.0,2018-09-21,south
20078,1716.0,2018-09-21,east
20079,1704.0,2018-09-21,west
20104,1632.0,2018-09-22,north
20105,1581.0,2018-09-22,south
20106,1758.0,2018-09-22,east
20107,1641.0,2018-09-22,west
20132,1731.0,2018-09-23,north
20133,1677.0,2018-09-23,south
20134,1728.0,2018-09-23,east
20135,1755.0,2018-09-23,west
20160,1611.0,2018-09-24,north
20161,1593.0,2018-09-24,south
20162,1797.0,2018-09-24,east
20163,1560.0,2018-09-24,west
20188,1530.0,2018-09-25,north
20189,1770.0,2018-09-25,south
20190,1611.0,2018-09-25,east
20191,1701.0,2018-09-25,west
20216,1617.0,2018-09-26,north
20217,1515.0,2018-09-26,south
20218,1713.0,2018-09-26,east
20219,1500.0,2018-09-26,west
20244,1632.0,2018-09-27,north
20245,1713.0,2018-09-27,south
20246,1743.0,2018-09-27,east
20247,1587.0,2018-09-27,west
20272,1749.0,2018-09-28,north
20273,1533.0,2018-09-28,south
20274,1653.0,2018-09-28,east
20275,1512.0,2018-09-28,west
20300,1518.0,2018-09-29,north
20301,1623.0,2018-09-29,south
20302,1701.0,2018-09-29,east
20303,1596.0,2018-09-29,west
20328,1746.0,2018-09-30,north
20329,1536.0,2018-09-30,south
20330,1659.0,2018-09-30,east
20331,1524.0,2018-09-30,west
20356,1782.0,2018-10-01,north
20357,1632.0,2018-10-01,south
20358,1755.0,2018-10-01,east
20359,1650.0,2018-10-01,west
20384,1680.0,2018-10-02,north
20385,1701.0,2018-10-02,south
20386,1800.0,2018-10-02,east
20387,1740.0,2018-10-02,west
20412,1563.0,2018-10-03,north
20413,1788.0,2018-10-03,south
20414,1536.0,2018-10-03,east
20415,1764.0,2018-10-03,west
20440,1512.0,2018-10-04,north
20441,1560.0,2018-10-04,south
20442,1626.0,2018-10-04,east
20443,1797.0,2018-10-04,west
20468,1779.0,2018-10-05,north
20469,1683.0,2018-10-05,south
20470,1713.0,2018-10-05,east
20471,1794.0,2018-10-05,west
20496,1584.0,2018-10-06,north
20497,1647.0,2018-10-06,south
20498,1596.0,2018-10-06,east
20499,1515.0,2018-10-06,west
20524,1533.0,2018-10-07,north
20525,1608.0,2018-10-07,south
20526,1794.0,2018-10-07,east
20527,1578.0,2018-10-07,west
20552,1701.0,2018-10-08,north
20553,1617.0,2018-10-08,south
20554,1779.0,2018-10-08,east
20555,1785.0,2018-10-08,west
20580,1680.0,2018-10-09,north
20581,1590.0,2018-10-09,south
20582,1551.0,2018-10-09,east
20583,1587.0,2018-10-09,west
20608,1749.0,2018-10-10,north
20609,1701.0,2018-10-10,south
20610,1599.0,2018-10-10,east
20611,1506.0,2018-10-10,west
20636,1596.0,2018-10-11,north
20637,1800.0,2018-10-11,south
20638,1749.0,2018-10-11,east
20639,1674.0,2018-10-11,west
20664,1782.0,2018-10-12,north
20665,1647.0,2018-10-12,south
20666,1542.0,2018-10-12,east
20667,1656.0,2018-10-12,west
20692,1581.0,2018-10-13,north
20693,1713.0,2018-10-13,south
20694,1722.0,2018-10-13,east
20695,1686.0,2018-10-13,west
20720,1728.0,2018-10-14,north
20721,1755.0,2018-10-14,south
20722,1503.0,2018-10-14,east
20723,1602.0,2018-10-14,west
20748,1605.0,2018-10-15,north
20749,1719.0,2018-10-15,south
20750,1548.0,2018-10-15,east
20751,1626.0,2018-10-15,west
20776,1551.0,2018-10-16,north
20777,1662.0,2018-10-16,south
20778,1650.0,2018-10-16,east
20779,1788.0,2018-10-16,west
20804,1536.0,2018-10-17,north
20805,1551.0,2018-10-17,south
20806,1656.0,2018-10-17,east
20807,1644.0,2018-10-17,west
20832,1692.0,2018-10-18,north
20833,1518.0,2018-10-18,south
20834,1509.0,2018-10-18,east
20835,1674.0,2018-10-18,west
20860,1521.0,2018-10-19,north
20861,1632.0,2018-10-19,south
20862,1794.0,2018-10-19,east
20863,1689.0,2018-10-19,west
20888,1692.0,2018-10-20,north
20889,1662.0,2018-10-20,south
20890,1776.0,2018-10-20,east
20891,1710.0,2018-10-20,west
20916,1569.0,2018-10-21,north
20917,1704.0,2018-10-21,south
20918,1767.0,2018-10-21,east
20919,1767.0,2018-10-21,west
20944,1542.0,2018-10-22,north
20945,1707.0,2018-10-22,south
20946,1578.0,2018-10-22,east
20947,1521.0,2018-10-22,west
20972,1764.0,2018-10-23,north
20973,1683.0,2018-10-23,south
20974,1602.0,2018-10-23,east
20975,1755.0,2018-10-23,west
21000,1650.0,2018-10-24,north
21001,1629.0,2018-10-24,south
21002,1692.0,2018-10-24,east
21003,1542.0,2018-10-24,west
21028,1629.0,2018-10-25,north
21029,1587.0,2018-10-25,south
21030,1635.0,2018-10-25,east
21031,1653.0,2018-10-25,west
21056,1596.0,2018-10-26,north
21057,1524.0,2018-10-26,south
21058,1545.0,2018-10-26,east
21059,1707.0,2018-10-26,west
21084,1509.0,2018-10-27,north
21085,1509.0,2018-10-27,south
21086,1686.0,2018-10-27,east
21087,1785.0,2018-10-27,west
21112,1635.0,2018-10-28,north
21113,1752.0,2018-10-28,south
21114,1785.0,2018-10-28,east
21115,1755.0,2018-10-28,west
21140,1707.0,2018-10-29,north
21141,1701.0,2018-10-29,south
21142,1599.0,2018-10-29,east
21143,1782.0,2018-10-29,west
21168,1677.0,2018-10-30,north
21169,1719.0,2018-10-30,south
21170,1530.0,2018-10-30,east
21171,1776.0,2018-10-30,west
21196,1674.0,2018-10-31,north
21197,1641.0,2018-10-31,south
21198,1596.0,2018-10-31,east
21199,1506.0,2018-10-31,west
21224,1692.0,2018-11-01,north
21225,1623.0,2018-11-01,south
21226,1593.0,2018-11-01,east
21227,1551.0,2018-11-01,west
21252,1728.0,2018-11-02,north
21253,1608.0,2018-11-02,south
21254,1530.0,2018-11-02,east
21255,1791.0,2018-11-02,west
21280,1704.0,2018-11-03,north
21281,1653.0,2018-11-03,south
21282,1548.0,2018-11-03,east
21283,1626.0,2018-11-03,west
21308,1695.0,2018-11-04,north
21309,1590.0,2018-11-04,south
21310,1530.0,2018-11-04,east
21311,1644.0,2018-11-04,west
21336,1611.0,2018-11-05,north
21337,1617.0,2018-11-05,south
21338,1776.0,2018-11-05,east
21339,1641.0,2018-11-05,west
21364,1740.0,2018-11-06,north
21365,1590.0,2018-11-06,south
21366,1773.0,2018-11-06,east
21367,1641.0,2018-11-06,west
21392,1527.0,2018-11-07,north
21393,1755.0,2018-11-07,south
21394,1650.0,2018-11-07,east
21395,1593.0,2018-11-07,west
21420,1548.0,2018-11-08,north
21421,1623.0,2018-11-08,south
21422,1500.0,2018-11-08,east
21423,1569.0,2018-11-08,west
21448,1647.0,2018-11-09,north
21449,1662.0,2018-11-09,south
21450,1710.0,2018-11-09,east
21451,1719.0,2018-11-09,west
21476,1590.0,2018-11-10,north
21477,1539.0,2018-11-10,south
21478,1566.0,2018-11-10,east
21479,1770.0,2018-11-10,west
21504,1722.0,2018-11-11,north
21505,1524.0,2018-11-11,south
21506,1641.0,2018-11-11,east
21507,1662.0,2018-11-11,west
21532,1716.0,2018-11-12,north
21533,1611.0,2018-11-12,south
21534,1569.0,2018-11-12,east
21535,1797.0,2018-11-12,west
21560,1698.0,2018-11-13,north
21561,1581.0,2018-11-13,south
21562,1776.0,2018-11-13,east
21563,1644.0,2018-11-13,west
21588,1563.0,2018-11-14,north
21589,1707.0,2018-11-14,south
21590,1533.0,2018-11-14,east
21591,1572.0,2018-11-14,west
21616,1623.0,2018-11-15,north
21617,1698.0,2018-11-15,south
21618,1521.0,2018-11-15,east
21619,1707.0,2018-11-15,west
21644,1587.0,2018-11-16,north
21645,1776.0,2018-11-16,south
21646,1662.0,2018-11-16,east
21647,1578.0,2018-11-16,west
21672,1554.0,2018-11-17,north
21673,1515.0,2018-11-17,south
21674,1602.0,2018-11-17,east
21675,1557.0,2018-11-17,west
21700,1521.0,2018-11-18,north
21701,1740.0,2018-11-18,south
21702,1617.0,2018-11-18,east
21703,1647.0,2018-11-18,west
21728,1551.0,2018-11-19,north
21729,1500.0,2018-11-19,south
21730,1725.0,2018-11-19,east
21731,1563.0,2018-11-19,west
21756,1791.0,2018-11-20,north
21757,1578.0,2018-11-20,south
21758,1632.0,2018-11-20,east
21759,1674.0,2018-11-20,west
21784,1617.0,2018-11-21,north
21785,1509.0,2018-11-21,south
21786,1644.0,2018-11-21,east
21787,1542.0,2018-11-21,west
21812,1650.0,2018-11-22,north
21813,1758.0,2018-11-22,south
21814,1710.0,2018-11-22,east
21815,1737.0,2018-11-22,west
21840,1779.0,2018-11-23,north
21841,1743.0,2018-11-23,south
21842,1560.0,2018-11-23,east
21843,1719.0,2018-11-23,west
21868,1689.0,2018-11-24,north
21869,1605.0,2018-11-24,south
21870,1683.0,2018-11-24,east
21871,1518.0,2018-11-24,west
21896,1665.0,2018-11-25,north
21897,1671.0,2018-11-25,south
21898,1704.0,2018-11-25,east
21899,1731.0,2018-11-25,west
21924,1653.0,2018-11-26,north
21925,1542.0,2018-11-26,south
21926,1659.0,2018-11-26,east
21927,1650.0,2018-11-26,west
21952,1773.0,2018-11-27,north
21953,1647.0,2018-11-27,south
21954,1725.0,2018-11-27,east
21955,1644.0,2018-11-27,west
21980,1767.0,2018-11-28,north
21981,1728.0,2018-11-28,south
21982,1719.0,2018-11-28,east
21983,1677.0,2018-11-28,west
22008,1686.0,2018-11-29,north
22009,1527.0,2018-11-29,south
22010,1689.0,2018-11-29,east
22011,1686.0,2018-11-29,west
22036,1641.0,2018-11-30,north
22037,1665.0,2018-11-30,south
22038,1755.0,2018-11-30,east
22039,1551.0,2018-11-30,west
22064,1665.0,2018-12-01,north
22065,1527.0,2018-12-01,south
22066,1536.0,2018-12-01,east
22067,1656.0,2018-12-01,west
22092,1563.0,2018-12-02,north
22093,1554.0,2018-12-02,south
22094,1602.0,2018-12-02,east
22095,1737.0,2018-12-02,west
22120,1506.0,2018-12-03,north
22121,1755.0,2018-12-03,south
22122,1572.0,2018-12-03,east
22123,1608.0,2018-12-03,west
22148,1722.0,2018-12-04,north
22149,1788.0,2018-12-04,south
22150,1788.0,2018-12-04,east
22151,1587.0,2018-12-04,west
22176,1677.0,2018-12-05,north
22177,1725.0,2018-12-05,south
22178,1731.0,2018-12-05,east
22179,1518.0,2018-12-05,west
22204,1737.0,2018-12-06,north
22205,1797.0,2018-12-06,south
22206,1662.0,2018-12-06,east
22207,1662.0,2018-12-06,west
22232,1716.0,2018-12-07,north
22233,1596.0,2018-12-07,south
22234,1653.0,2018-12-07,east
22235,1635.0,2018-12-07,west
22260,1782.0,2018-12-08,north
22261,1773.0,2018-12-08,south
22262,1755.0,2018-12-08,east
22263,1719.0,2018-12-08,west
22288,1737.0,2018-12-09,north
22289,1548.0,2018-12-09,south
22290,1665.0,2018-12-09,east
22291,1659.0,2018-12-09,west
22316,1659.0,2018-12-10,north
22317,1575.0,2018-12-10,south
22318,1509.0,2018-12-10,east
22319,1767.0,2018-12-10,west
22344,1509.0,2018-12-11,north
22345,1527.0,2018-12-11,south
22346,1575.0,2018-12-11,east
22347,1620.0,2018-12-11,west
22372,1623.0,2018-12-12,north
22373,1623.0,2018-12-12,south
22374,1773.0,2018-12-12,east
22375,1743.0,2018-12-12,west
22400,1719.0,2018-12-13,north
22401,1782.0,2018-12-13,south
22402,1713.0,2018-12-13,east
22403,1593.0,2018-12-13,west
22428,1716.0,2018-12-14,north
22429,1686.0,2018-12-14,south
22430,1569.0,2018-12-14,east
22431,1704.0,2018-12-14,west
22456,1554.0,2018-12-15,north
22457,1545.0,2018-12-15,south
22458,1587.0,2018-12-15,east
22459,1800.0,2018-12-15,west
22484,1635.0,2018-12-16,north
22485,1620.0,2018-12-16,south
22486,1800.0,2018-12-16,east
22487,1641.0,2018-12-16,west
22512,1635.0,2018-12-17,north
22513,1527.0,2018-12-17,south
22514,1626.0,2018-12-17,east
22515,1716.0,2018-12-17,west
22540,1755.0,2018-12-18,north
22541,1755.0,2018-12-18,south
22542,1605.0,2018-12-18,east
22543,1779.0,2018-12-18,west
22568,1566.0,2018-12-19,north
22569,1566.0,2018-12-19,south
22570,1797.0,2018-12-19,east
22571,1770.0,2018-12-19,west
22596,1731.0,2018-12-20,north
22597,1551.0,2018-12-20,south
22598,1767.0,2018-12-20,east
22599,1626.0,2018-12-20,west
22624,1659.0,2018-12-21,north
22625,1710.0,2018-12-21,south
22626,1542.0,2018-12-21,east
22627,1569.0,2018-12-21,west
22652,1776.0,2018-12-22,north
22653,1578.0,2018-12-22,south
22654,1668.0,2018-12-22,east
22655,1527.0,2018-12-22,west
22680,1770.0,2018-12-23,north
22681,1623.0,2018-12-23,south
22682,1710.0,2018-12-23,east
22683,1731.0,2018-12-23,west
22708,1740.0,2018-12-24,north
22709,1632.0,2018-12-24,south
22710,1719.0,2018-12-24,east
22711,1500.0,2018-12-24,west
22736,1512.0,2018-12-25,north
22737,1605.0,2018-12-25,south
22738,1623.0,2018-12-25,east
22739,1533.0,2018-12-25,west
22764,1683.0,2018-12-26,north
22765,1734.0,2018-12-26,south
22766,1545.0,2018-12-26,east
22767,1587.0,2018-12-26,west
22792,1578.0,2018-12-27,north
22793,1650.0,2018-12-27,south
22794,1632.0,2018-12-27,east
22795,1713.0,2018-12-27,west
22820,1650.0,2018-12-28,north
22821,1794.0,2018-12-28,south
22822,1764.0,2018-12-28,east
22823,1797.0,2018-12-28,west
22848,1626.0,2018-12-29,north
22849,1794.0,2018-12-29,south
22850,1695.0,2018-12-29,east
22851,1740.0,2018-12-29,west
22876,1758.0,2018-12-30,north
22877,1785.0,2018-12-30,south
22878,1599.0,2018-12-30,east
22879,1689.0,2018-12-30,west
22904,1527.0,2018-12-31,north
22905,1710.0,2018-12-31,south
22906,1590.0,2018-12-31,east
22907,1653.0,2018-12-31,west
22932,1518.0,2019-01-01,north
22933,1632.0,2019-01-01,south
22934,1755.0,2019-01-01,east
22935,1551.0,2019-01-01,west
22960,1767.0,2019-01-02,north
22961,1605.0,2019-01-02,south
22962,1692.0,2019-01-02,east
22963,1794.0,2019-01-02,west
22988,1695.0,2019-01-03,north
22989,1737.0,2019-01-03,south
22990,1575.0,2019-01-03,east
22991,1509.0,2019-01-03,west
23016,1590.0,2019-01-04,north
23017,1500.0,2019-01-04,south
23018,1590.0,2019-01-04,east
23019,1638.0,2019-01-04,west
23044,1761.0,2019-01-05,north
23045,1590.0,2019-01-05,south
23046,1725.0,2019-01-05,east
23047,1551.0,2019-01-05,west
23072,1644.0,2019-01-06,north
23073,1779.0,2019-01-06,south
23074,1794.0,2019-01-06,east
23075,1638.0,2019-01-06,west
